Member,KMeans,GMM,Agglomerative,Hierarchical,RFM,Spark KMeans,RFM_Score,RFM_Segment,KMeans_Percent,GMM_Percent,Agglomerative_Percent,Hierarchical_Percent,RFM_Percent,SparkKMeans_Percent
1296,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1297,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
1298,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1299,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1300,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1301,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1302,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1303,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1304,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1305,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1306,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1307,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1308,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1309,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1310,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1311,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1312,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1313,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1314,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1315,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1316,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1317,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1318,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1319,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
1320,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1321,0,2,2,3,0,0,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,20.09
1322,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1323,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1324,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1325,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1326,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1327,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1328,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1329,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1330,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1331,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1332,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1333,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1334,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1335,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1336,3,3,1,2,2,1,8,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
1337,0,1,0,4,1,2,7,Loyal Customers,26.68,21.58,36.76,36.76,20.99,27.32
1338,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1339,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1340,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1341,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1342,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1343,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1344,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1345,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1346,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1347,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
1348,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1349,2,0,0,4,2,3,10,VIP,36.63,28.35,36.76,36.76,32.84,36.35
1350,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1351,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1352,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1353,3,3,3,1,2,1,9,Loyal Customers,16.7,24.96,10.6,10.6,32.84,16.24
1354,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1355,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1356,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1357,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1358,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1359,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1360,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1361,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1362,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1363,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1364,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1365,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1366,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1367,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1368,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1369,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1370,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1371,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1372,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1373,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1374,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1375,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1376,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1377,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1378,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1379,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1380,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1381,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1382,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1383,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1384,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1385,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1386,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1387,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1388,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
1389,1,3,2,3,0,0,4,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1390,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1391,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1392,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1393,1,2,2,3,0,0,5,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1394,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1395,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1396,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
1397,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1398,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
1399,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
1400,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1401,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1402,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1403,2,2,1,2,1,3,7,Loyal Customers,36.63,25.12,29.89,29.89,20.99,36.35
1404,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1405,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1406,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1407,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1408,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1409,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1410,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1411,1,3,0,4,0,0,4,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
1412,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1413,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1414,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1415,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1416,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
1417,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1418,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1419,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1420,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1421,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
1422,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1423,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1424,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1425,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1426,2,0,1,2,1,3,7,Loyal Customers,36.63,28.35,29.89,29.89,20.99,36.35
1427,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1428,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1429,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1430,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1431,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1432,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1433,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1434,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1435,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1436,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1437,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1438,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1439,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1440,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1442,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1443,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1444,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1445,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1446,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1447,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1448,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1449,2,0,0,4,1,2,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,27.32
1450,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1451,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1452,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1453,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1454,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
1455,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1456,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1457,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1458,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1459,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1460,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1461,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1462,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1463,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1464,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1465,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1466,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1467,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1468,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1469,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1470,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1471,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1472,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1473,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1474,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1475,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1476,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1477,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1478,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
1479,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1480,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1481,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1482,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1483,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1484,0,1,1,2,2,2,9,Loyal Customers,26.68,21.58,29.89,29.89,32.84,27.32
1485,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1486,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1487,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1488,0,1,0,4,2,2,9,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
1489,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
1490,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1491,0,1,1,2,2,2,10,VIP,26.68,21.58,29.89,29.89,32.84,27.32
1492,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1493,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1494,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1495,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1496,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1497,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
1498,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1499,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1500,3,3,1,2,2,1,9,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
1501,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1502,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1503,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1504,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1505,2,1,1,2,2,3,8,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
1506,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
1507,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1508,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1509,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1510,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1511,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1512,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1513,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1514,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1515,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1516,1,3,2,3,0,0,4,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1517,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
1518,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1519,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1520,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1521,2,3,0,4,0,3,5,Ordinary Buyers,36.63,24.96,36.76,36.76,29.3,36.35
1522,3,3,3,1,2,1,9,Loyal Customers,16.7,24.96,10.6,10.6,32.84,16.24
1523,2,3,0,4,2,3,9,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1524,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1525,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1526,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1527,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1528,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1529,0,2,0,4,1,2,6,Ordinary Buyers,26.68,25.12,36.76,36.76,20.99,27.32
1530,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1531,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1532,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1533,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1534,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
1535,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1536,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1537,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1538,0,0,2,3,1,2,7,Loyal Customers,26.68,28.35,22.76,22.76,20.99,27.32
1539,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1540,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1542,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1544,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
1545,2,0,0,4,1,3,6,Ordinary Buyers,36.63,28.35,36.76,36.76,20.99,36.35
1546,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1547,0,2,0,4,1,2,6,Ordinary Buyers,26.68,25.12,36.76,36.76,20.99,27.32
1548,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1549,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
1550,0,2,0,4,1,2,6,Ordinary Buyers,26.68,25.12,36.76,36.76,20.99,27.32
1551,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1552,1,2,2,3,0,0,5,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1553,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1554,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1555,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1556,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1557,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1558,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1559,0,1,0,4,2,2,8,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
1560,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1561,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1562,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1563,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1564,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1565,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1566,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1567,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1568,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1569,1,2,2,3,0,0,5,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1570,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1571,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1572,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1573,1,2,0,4,0,0,3,Lost Customers,19.98,25.12,36.76,36.76,29.3,20.09
1574,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1575,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
1577,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1578,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
1579,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1580,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1581,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1582,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1583,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1584,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1585,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1586,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
